,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
283,Gary Madine,eng ENG,"FW,MF",Cardiff City,27,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
284,Harry Maguire,eng ENG,DF,Leicester City,25,1993,28.8,3,30,12,40.0,1.04,0.42,0.10,0.25,14.4,0,0,0,2.4,2.4,0.08,0.6,0.6,Matches
285,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,27,1991,14.9,7,53,25,47.2,3.55,1.68,0.13,0.28,17.4,1,0,1,5.5,4.7,0.09,1.5,2.3,Matches
286,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,20,1997,11.0,1,5,3,60.0,0.46,0.27,0.20,0.33,15.4,0,0,0,0.9,0.9,0.18,0.1,0.1,Matches
287,Sadio Mané,sn SEN,FW,Liverpool,26,1992,34.2,22,87,42,48.3,2.54,1.23,0.25,0.52,13.0,0,0,0,15.1,15.1,0.17,6.9,6.9,Matches
288,Javier Manquillo,es ESP,DF,Newcastle Utd,24,1994,12.2,0,2,1,50.0,0.16,0.08,0.00,0.00,19.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
289,Solly March,eng ENG,"FW,MF",Brighton,24,1994,27.4,1,43,9,20.9,1.57,0.33,0.02,0.11,21.4,3,0,0,2.5,2.5,0.06,-1.5,-1.5,Matches
290,Adrian Mariappa,jm JAM,DF,Watford,31,1986,21.4,0,7,1,14.3,0.33,0.05,0.00,0.00,9.9,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
291,Lazar Marković,rs SRB,MF,Fulham,24,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
292,Anthony Martial,fr FRA,FW,Manchester Utd,22,1995,18.0,10,38,22,57.9,2.11,1.22,0.24,0.41,16.1,0,1,1,6.2,5.4,0.16,3.8,3.6,Matches
293,Adam Masina,ma MAR,DF,Watford,24,1994,11.2,0,3,0,0.0,0.27,0.00,0.00,,28.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
294,Arthur Masuaku,cd COD,DF,West Ham,24,1993,19.5,0,4,1,25.0,0.20,0.05,0.00,0.00,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
295,Juan Mata,es ESP,"FW,MF",Manchester Utd,30,1988,14.3,3,19,6,31.6,1.33,0.42,0.16,0.50,19.1,3,0,0,1.6,1.6,0.08,1.4,1.4,Matches
296,Nemanja Matić,rs SRB,MF,Manchester Utd,29,1988,27.1,1,12,3,25.0,0.44,0.11,0.08,0.33,17.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches
297,Joël Matip,cm CMR,DF,Liverpool,26,1991,17.1,1,8,2,25.0,0.47,0.12,0.13,0.50,8.5,0,0,0,0.7,0.7,0.09,0.3,0.3,Matches
298,Konstantinos Mavropanos,gr GRE,DF,Arsenal,20,1997,1.6,0,2,0,0.0,1.22,0.00,0.00,,15.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
299,Alfie Mawson,eng ENG,DF,Fulham,24,1994,12.6,0,2,1,50.0,0.16,0.08,0.00,0.00,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
300,Isaac Mbenza,be BEL,"FW,MF",Huddersfield,22,1996,11.0,1,16,5,31.3,1.46,0.46,0.06,0.20,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
301,James McArthur,sct SCO,MF,Crystal Palace,30,1987,34.0,3,34,8,23.5,1.00,0.24,0.09,0.38,15.0,0,0,0,4.1,4.1,0.12,-1.1,-1.1,Matches
302,Alex McCarthy,eng ENG,GK,Southampton,28,1989,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,James McCarthy,ie IRL,MF,Everton,27,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Kevin McDonald,sct SCO,MF,Fulham,29,1988,9.3,0,4,0,0.0,0.43,0.00,0.00,,28.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
305,Dwight McNeil,eng ENG,MF,Burnley,18,1999,17.7,3,27,6,22.2,1.53,0.34,0.11,0.50,20.9,3,0,0,2.0,2.0,0.07,1.0,1.0,Matches
306,Scott McTominay,sct SCO,"MF,DF",Manchester Utd,21,1996,9.6,2,15,6,40.0,1.56,0.62,0.13,0.33,17.7,0,0,0,1.5,1.5,0.10,0.5,0.5,Matches
307,Ben Mee,eng ENG,DF,Burnley,28,1989,38.0,0,21,4,19.0,0.55,0.11,0.00,0.00,9.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
308,Nathaniel Mendez-Laing,gt GUA,"MF,FW",Cardiff City,26,1992,10.9,4,19,8,42.1,1.74,0.73,0.16,0.38,15.6,0,1,1,2.3,1.5,0.08,1.7,1.5,Matches
309,Benjamin Mendy,fr FRA,DF,Manchester City,24,1994,10.0,0,7,3,42.9,0.70,0.30,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
310,Nampalys Mendy,sn SEN,MF,Leicester City,26,1992,23.2,0,2,0,0.0,0.09,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
311,Chris Mepham,wls WAL,DF,Bournemouth,20,1997,9.4,0,2,0,0.0,0.21,0.00,0.00,,8.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
312,Max Meyer,de GER,MF,Crystal Palace,22,1995,15.7,1,38,8,21.1,2.42,0.51,0.03,0.13,19.1,0,0,0,1.8,1.8,0.05,-0.8,-0.8,Matches
313,Luka Milivojević,rs SRB,MF,Crystal Palace,27,1991,38.0,12,46,13,28.3,1.21,0.34,0.04,0.15,30.0,16,10,11,10.9,2.2,0.05,1.1,-0.2,Matches
314,James Milner,eng ENG,"MF,DF",Liverpool,32,1986,19.9,5,21,4,19.0,1.06,0.20,0.10,0.50,22.7,1,3,3,3.4,1.1,0.05,1.6,0.9,Matches
315,Yerry Mina,co COL,DF,Everton,23,1994,9.9,1,4,1,25.0,0.40,0.10,0.25,1.00,10.8,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
316,Tyrone Mings,eng ENG,DF,Bournemouth,25,1993,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
317,Aleksandar Mitrović,rs SRB,FW,Fulham,23,1994,36.4,11,130,46,35.4,3.57,1.26,0.08,0.22,15.4,2,1,1,14.1,13.3,0.10,-3.1,-3.3,Matches
318,Henrikh Mkhitaryan,am ARM,"FW,MF",Arsenal,29,1989,18.2,6,49,14,28.6,2.69,0.77,0.12,0.43,19.1,1,0,0,5.0,5.0,0.10,1.0,1.0,Matches
319,Nacho Monreal,es ESP,DF,Arsenal,32,1986,20.7,1,7,4,57.1,0.34,0.19,0.14,0.25,15.2,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
320,Martín Montoya,es ESP,DF,Brighton,27,1991,24.1,0,8,1,12.5,0.33,0.04,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
321,Aaron Mooy,au AUS,"MF,FW",Huddersfield,27,1990,25.9,3,42,13,31.0,1.62,0.50,0.05,0.15,23.3,8,1,1,2.8,2.1,0.05,0.2,-0.1,Matches
322,Álvaro Morata,es ESP,FW,Chelsea,25,1992,10.5,5,35,16,45.7,3.35,1.53,0.14,0.31,13.7,0,0,0,6.1,6.1,0.18,-1.1,-1.1,Matches
323,Alberto Moreno,es ESP,DF,Liverpool,26,1992,1.7,0,1,0,0.0,0.58,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
324,Wes Morgan,jm JAM,DF,Leicester City,34,1984,21.4,3,14,4,28.6,0.65,0.19,0.21,0.75,8.6,0,0,0,1.8,1.8,0.13,1.2,1.2,Matches
325,Sean Morrison,eng ENG,DF,Cardiff City,27,1991,33.8,1,34,8,23.5,1.01,0.24,0.03,0.13,9.7,0,0,0,5.0,5.0,0.15,-4.0,-4.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
326,Victor Moses,ng NGA,FW,Chelsea,27,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
327,Steve Mounié,bj BEN,FW,Huddersfield,23,1994,19.8,2,61,23,37.7,3.09,1.16,0.03,0.09,14.8,0,0,0,5.8,5.8,0.10,-3.8,-3.8,Matches
328,Lucas Moura,br BRA,"FW,MF",Tottenham,25,1992,23.6,10,45,19,42.2,1.91,0.81,0.22,0.53,17.4,0,0,0,6.3,6.3,0.14,3.7,3.7,Matches
329,Lys Mousset,fr FRA,FW,Bournemouth,22,1996,4.1,1,12,7,58.3,2.93,1.71,0.08,0.14,14.8,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
330,João Moutinho,pt POR,MF,Wolves,31,1986,33.7,1,18,3,16.7,0.53,0.09,0.06,0.33,26.2,1,0,0,0.7,0.7,0.04,0.3,0.3,Matches
331,Jacob Murphy,eng ENG,"MF,DF",Newcastle Utd,23,1995,3.4,0,2,1,50.0,0.60,0.30,0.00,0.00,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
332,Josh Murphy,eng ENG,"MF,FW",Cardiff City,23,1995,20.2,3,46,15,32.6,2.28,0.74,0.07,0.20,19.2,3,0,0,4.1,4.1,0.09,-1.1,-1.1,Matches
333,Glenn Murray,eng ENG,FW,Brighton,34,1983,27.9,13,50,17,34.0,1.79,0.61,0.18,0.53,12.2,0,4,4,11.4,8.1,0.16,1.6,0.9,Matches
334,Shkodran Mustafi,de GER,DF,Arsenal,26,1992,29.0,2,18,8,44.4,0.62,0.28,0.11,0.25,10.3,0,0,0,1.5,1.5,0.08,0.5,0.5,Matches
335,Yoshinori Mutō,jp JPN,"FW,MF",Newcastle Utd,26,1992,5.8,1,6,3,50.0,1.03,0.52,0.17,0.33,10.8,0,0,0,0.9,0.9,0.15,0.1,0.1,Matches
336,Georges-Kévin N'Koudou,cm CMR,FW,Tottenham,23,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
337,Samir Nasri,fr FRA,MF,West Ham,31,1987,2.7,0,3,0,0.0,1.10,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
338,Marc Navarro,es ESP,DF,Watford,23,1995,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
339,Wilfred Ndidi,ng NGA,MF,Leicester City,21,1996,36.6,2,55,9,16.4,1.50,0.25,0.04,0.22,20.9,0,0,0,3.7,3.7,0.07,-1.7,-1.7,Matches
340,Rúben Neves,pt POR,MF,Wolves,21,1997,33.4,4,72,14,19.4,2.15,0.42,0.03,0.14,29.3,11,2,2,4.0,2.4,0.03,0.0,-0.4,Matches
341,Oumar Niasse,sn SEN,FW,Cardiff City,28,1990,10.3,0,17,6,35.3,1.64,0.58,0.00,0.00,14.6,0,0,0,3.4,3.4,0.20,-3.4,-3.4,Matches
342,Oumar Niasse,sn SEN,FW,Everton,28,1990,0.7,0,3,1,33.3,4.29,1.43,0.00,0.00,12.6,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
343,Eddie Nketiah,eng ENG,"MF,FW",Arsenal,19,1999,0.7,1,3,1,33.3,4.03,1.34,0.33,1.00,13.4,0,0,0,0.2,0.2,0.07,0.8,0.8,Matches
344,Mark Noble,eng ENG,MF,West Ham,31,1987,25.5,5,13,4,30.8,0.51,0.16,0.08,0.25,28.8,0,4,4,3.7,0.5,0.04,1.3,0.5,Matches
345,Håvard Nordtveit,no NOR,DF,Fulham,28,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
346,Will Norris,eng ENG,GK,Wolves,24,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
347,Michael Obafemi,ie IRL,FW,Southampton,18,2000,1.5,1,7,3,42.9,4.60,1.97,0.14,0.33,12.3,0,0,0,1.7,1.7,0.25,-0.7,-0.7,Matches
348,Pedro Obiang,gq EQG,MF,West Ham,26,1992,12.5,0,15,1,6.7,1.20,0.08,0.00,0.00,23.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
349,Denis Odoi,gh GHA,DF,Fulham,30,1988,28.8,0,10,1,10.0,0.35,0.03,0.00,0.00,18.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
350,Angelo Ogbonna,it ITA,DF,West Ham,30,1988,20.8,1,14,5,35.7,0.67,0.24,0.07,0.20,8.9,0,0,0,1.8,1.8,0.13,-0.8,-0.8,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
351,Stefano Okaka,it ITA,"FW,MF",Watford,28,1989,0.3,0,2,0,0.0,7.50,0.00,0.00,,12.7,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
352,Shinji Okazaki,jp JPN,"MF,FW",Leicester City,32,1986,3.2,0,5,4,80.0,1.56,1.25,0.00,0.00,16.0,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
353,Divock Origi,be BEL,FW,Liverpool,23,1995,4.1,3,13,6,46.2,3.15,1.46,0.23,0.50,17.0,1,0,0,2.2,2.2,0.17,0.8,0.8,Matches
354,Nicolás Otamendi,ar ARG,DF,Manchester City,30,1988,13.7,0,15,3,20.0,1.09,0.22,0.00,0.00,12.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3,Matches
355,Alex Oxlade-Chamberlain,eng ENG,MF,Liverpool,24,1993,0.2,0,1,1,100.0,4.29,4.29,0.00,0.00,10.0,0,0,0,0.5,0.5,0.54,-0.5,-0.5,Matches
356,Mesut Özil,de GER,"MF,FW",Arsenal,29,1988,19.3,5,11,6,54.5,0.57,0.31,0.45,0.83,13.7,0,0,0,1.7,1.7,0.16,3.3,3.3,Matches
357,Emerson Palmieri,it ITA,DF,Chelsea,23,1994,7.4,0,5,1,20.0,0.68,0.14,0.00,0.00,21.9,2,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
358,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,30,1988,24.4,1,11,1,9.1,0.45,0.04,0.09,1.00,11.0,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
359,Callum Paterson,sct SCO,"FW,MF",Cardiff City,23,1994,22.2,4,41,6,14.6,1.85,0.27,0.10,0.67,13.9,0,0,0,5.5,5.5,0.13,-1.5,-1.5,Matches
360,Rui Patrício,pt POR,GK,Wolves,30,1988,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
361,Pedro,es ESP,FW,Chelsea,31,1987,19.8,8,57,25,43.9,2.89,1.27,0.14,0.32,17.4,0,0,0,5.3,5.3,0.09,2.7,2.7,Matches
362,Lee Peltier,eng ENG,DF,Cardiff City,31,1986,17.2,0,1,1,100.0,0.06,0.06,0.00,0.00,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
363,Andreas Pereira,br BRA,MF,Manchester Utd,22,1996,6.7,1,8,2,25.0,1.20,0.30,0.13,0.50,26.6,1,0,0,0.3,0.3,0.03,0.7,0.7,Matches
364,Ricardo Pereira,pt POR,"DF,FW",Leicester City,24,1993,34.7,2,25,9,36.0,0.72,0.26,0.08,0.22,20.2,0,0,0,1.2,1.2,0.05,0.8,0.8,Matches
365,Roberto Pereyra,ar ARG,MF,Watford,27,1991,31.3,6,57,21,36.8,1.82,0.67,0.11,0.29,17.5,6,0,0,5.4,5.4,0.09,0.6,0.6,Matches
366,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,25,1993,32.4,12,55,27,49.1,1.70,0.83,0.22,0.44,13.9,0,0,0,7.5,7.5,0.14,4.5,4.5,Matches
367,Lucas Pérez,es ESP,"FW,MF",West Ham,29,1988,5.3,3,9,3,33.3,1.71,0.57,0.33,1.00,13.8,0,0,0,1.3,1.3,0.14,1.7,1.7,Matches
368,Jordan Pickford,eng ENG,GK,Everton,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
369,Paul Pogba,fr FRA,MF,Manchester Utd,25,1993,33.4,13,95,39,41.1,2.84,1.17,0.06,0.15,22.9,6,7,10,15.0,7.1,0.07,-2.0,-1.1,Matches
370,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,25,1993,23.1,2,47,13,27.7,2.03,0.56,0.04,0.15,20.3,1,0,0,2.7,2.7,0.06,-0.7,-0.7,Matches
371,Sebastian Prödl,at AUT,DF,Watford,31,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
372,Davy Pröpper,nl NED,MF,Brighton,26,1991,28.3,1,15,2,13.3,0.53,0.07,0.07,0.50,15.9,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
373,Jason Puncheon,eng ENG,MF,Crystal Palace,32,1986,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
374,Jason Puncheon,eng ENG,MF,Huddersfield,32,1986,4.2,0,6,0,0.0,1.41,0.00,0.00,,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
375,Collin Quaner,de GER,FW,Huddersfield,27,1991,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
376,Domingos Quina,pt POR,MF,Watford,18,1999,3.8,1,5,1,20.0,1.33,0.27,0.20,1.00,25.7,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
377,Joe Ralls,eng ENG,MF,Cardiff City,24,1993,21.8,0,22,2,9.1,1.01,0.09,0.00,0.00,24.1,0,0,1,1.6,0.8,0.04,-1.6,-0.8,Matches
378,Aaron Ramsey,wls WAL,MF,Arsenal,27,1990,14.8,4,33,13,39.4,2.23,0.88,0.12,0.31,17.2,0,0,0,3.4,3.4,0.10,0.6,0.6,Matches
379,Kayne Ramsey,eng ENG,DF,Southampton,17,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
380,Marcus Rashford,eng ENG,FW,Manchester Utd,20,1997,25.9,10,84,39,46.4,3.24,1.50,0.12,0.26,19.2,12,0,0,10.7,10.7,0.13,-0.7,-0.7,Matches
381,Tim Ream,us USA,DF,Fulham,30,1987,22.7,0,1,0,0.0,0.04,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
382,Nathan Redmond,eng ENG,"MF,FW",Southampton,24,1994,36.3,6,74,22,29.7,2.04,0.61,0.08,0.27,19.9,3,0,0,7.6,7.6,0.11,-1.6,-1.6,Matches
383,Bobby Reid,jm JAM,"FW,MF",Cardiff City,25,1993,15.8,5,26,8,30.8,1.64,0.51,0.15,0.50,15.8,1,1,1,3.8,3.0,0.12,1.2,1.0,Matches
384,Declan Rice,eng ENG,MF,West Ham,19,1999,33.4,2,22,5,22.7,0.66,0.15,0.09,0.40,18.3,0,0,0,1.2,1.2,0.05,0.8,0.8,Matches
385,Jazz Richards,wls WAL,"DF,MF",Cardiff City,27,1991,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
386,Richarlison,br BRA,"FW,MF",Everton,21,1997,29.6,13,83,28,33.7,2.80,0.95,0.16,0.46,14.6,1,0,0,9.4,9.3,0.12,3.6,3.7,Matches
387,Diego Rico,es ESP,"DF,MF",Bournemouth,25,1993,6.8,0,9,0,0.0,1.32,0.00,0.00,,28.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
388,Sergio Rico,es ESP,GK,Fulham,24,1993,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
389,Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,28,1989,32.5,2,39,8,20.5,1.20,0.25,0.03,0.13,19.2,0,1,2,5.1,3.6,0.09,-3.1,-2.6,Matches
390,Andrew Robertson,sct SCO,DF,Liverpool,24,1994,35.7,0,16,5,31.3,0.45,0.14,0.00,0.00,18.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
391,Marcos Rojo,ar ARG,DF,Manchester Utd,28,1990,2.4,0,6,3,50.0,2.55,1.27,0.00,0.00,26.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
392,Oriol Romeu,es ESP,MF,Southampton,26,1991,23.7,1,10,4,40.0,0.42,0.17,0.10,0.25,21.7,0,0,0,0.9,0.9,0.10,0.1,0.1,Matches
393,Salomón Rondón,ve VEN,FW,Newcastle Utd,28,1989,28.9,11,89,27,30.3,3.08,0.93,0.12,0.41,15.8,9,0,0,10.4,10.4,0.12,0.6,0.6,Matches
394,Danny Rose,eng ENG,DF,Tottenham,28,1990,20.0,0,15,2,13.3,0.75,0.10,0.00,0.00,19.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
395,Aaron Rowe,eng ENG,FW,Huddersfield,17,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
396,John Ruddy,eng ENG,GK,Wolves,31,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
397,Antonio Rüdiger,de GER,DF,Chelsea,25,1993,31.9,1,27,6,22.2,0.85,0.19,0.04,0.17,18.5,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
398,Mathew Ryan,au AUS,GK,Brighton,26,1992,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
399,Abdelhamid Sabiri,ma MAR,FW,Huddersfield,21,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
400,Romain Saïss,ma MAR,"MF,DF",Wolves,28,1990,12.8,2,11,5,45.5,0.86,0.39,0.18,0.40,18.5,0,0,0,1.4,1.4,0.13,0.6,0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
401,Bukayo Saka,eng ENG,FW,Arsenal,16,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
402,Mamadou Sakho,fr FRA,DF,Crystal Palace,28,1990,26.8,0,4,0,0.0,0.15,0.00,0.00,,7.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
403,Bakary Sako,ml MLI,FW,Crystal Palace,30,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
404,Mohamed Salah,eg EGY,FW,Liverpool,26,1992,36.1,22,134,60,44.8,3.71,1.66,0.14,0.32,16.9,3,3,3,20.2,17.9,0.13,1.8,1.1,Matches
405,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,29,1988,9.8,1,17,9,52.9,1.74,0.92,0.06,0.11,16.9,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
406,Carlos Sánchez,co COL,MF,West Ham,32,1986,2.7,0,3,0,0.0,1.10,0.00,0.00,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
407,Davinson Sánchez,co COL,DF,Tottenham,22,1996,21.6,1,14,3,21.4,0.65,0.14,0.07,0.33,9.7,0,0,0,1.4,1.4,0.10,-0.4,-0.4,Matches
408,Leroy Sané,de GER,FW,Manchester City,22,1996,20.7,10,56,24,42.9,2.70,1.16,0.18,0.42,16.9,5,0,0,6.7,6.7,0.12,3.3,3.3,Matches
409,Fabian Schär,ch SUI,DF,Newcastle Utd,26,1991,22.2,4,25,7,28.0,1.13,0.32,0.16,0.57,18.7,1,0,0,1.9,1.9,0.07,2.1,2.1,Matches
410,Christopher Schindler,de GER,DF,Huddersfield,28,1990,36.2,1,13,3,23.1,0.36,0.08,0.08,0.33,11.5,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
411,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,25,1992,18.6,4,28,8,28.6,1.51,0.43,0.14,0.50,14.8,0,0,0,3.2,3.2,0.12,0.8,0.8,Matches
412,Kasper Schmeichel,dk DEN,GK,Leicester City,31,1986,38.0,0,1,0,0.0,0.03,0.00,0.00,,9.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
413,Morgan Schneiderlin,fr FRA,MF,Everton,28,1989,9.3,0,3,0,0.0,0.32,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
414,André Schürrle,de GER,"FW,MF",Fulham,27,1990,18.2,6,55,17,30.9,3.02,0.93,0.11,0.35,22.4,4,0,0,3.6,3.6,0.07,2.4,2.4,Matches
415,Ken Sema,se SWE,"MF,FW",Watford,24,1993,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,17.3,0,0,0,0.8,0.8,0.07,0.2,0.2,Matches
416,Jean Seri,ci CIV,MF,Fulham,27,1991,24.9,1,19,6,31.6,0.76,0.24,0.05,0.17,25.7,3,0,0,0.9,0.9,0.05,0.1,0.1,Matches
417,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,18,2000,25.6,2,28,11,39.3,1.10,0.43,0.07,0.18,14.9,0,0,0,4.0,4.0,0.14,-2.0,-2.0,Matches
418,Xherdan Shaqiri,ch SUI,"FW,MF",Liverpool,26,1991,11.8,6,26,10,38.5,2.20,0.85,0.23,0.60,19.8,5,0,0,3.9,3.9,0.15,2.1,2.1,Matches
419,Luke Shaw,eng ENG,DF,Manchester Utd,23,1995,28.8,1,21,7,33.3,0.73,0.24,0.05,0.14,19.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
420,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,26,1992,10.5,1,23,8,34.8,2.18,0.76,0.04,0.13,28.9,4,0,0,0.9,0.9,0.04,0.1,0.1,Matches
421,Gylfi Sigurðsson,is ISL,MF,Everton,28,1989,34.6,13,81,29,35.8,2.34,0.84,0.14,0.38,20.3,7,2,5,10.7,6.7,0.08,2.3,4.3,Matches
422,Adrien Silva,pt POR,MF,Leicester City,29,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
423,Bernardo Silva,pt POR,"MF,FW",Manchester City,23,1994,31.7,7,62,22,35.5,1.96,0.69,0.11,0.32,15.7,0,0,0,7.4,7.4,0.12,-0.4,-0.4,Matches
424,David Silva,es ESP,MF,Manchester City,32,1986,26.7,6,51,18,35.3,1.91,0.67,0.12,0.33,14.1,4,0,0,7.8,7.8,0.15,-1.8,-1.8,Matches
425,Xande Silva,pt POR,FW,West Ham,21,1997,0.2,0,2,0,0.0,10.00,0.00,0.00,,15.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
