,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
143,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,26,1994,22.7,4,43,17,39.5,1.90,0.75,0.09,0.24,14.7,0,0,0,5.5,5.5,0.14,-1.5,-1.5,Matches
144,Emerson,br BRA,"DF,MF",Tottenham,22,1999,25.4,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
145,Christian Eriksen,dk DEN,MF,Brentford,29,1992,10.4,1,22,8,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
146,Oghenekaro Etebo,ng NGA,MF,Watford,25,1995,4.5,0,3,0,0.0,0.67,0.00,0.00,,31.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
147,Jonny Evans,nir NIR,DF,Leicester City,33,1988,15.0,1,3,2,66.7,0.20,0.13,0.33,0.50,5.6,0,0,0,0.6,0.6,0.20,0.4,0.4,Matches
148,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,23,1998,6.7,1,10,1,10.0,1.49,0.15,0.10,1.00,20.8,1,0,0,0.4,0.4,0.04,0.6,0.6,Matches
149,Łukasz Fabiański,pl POL,GK,West Ham,36,1985,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Fabinho,br BRA,MF,Liverpool,27,1993,25.7,5,19,7,36.8,0.74,0.27,0.16,0.43,19.9,2,2,2,3.9,2.4,0.14,1.1,0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Kiko Femenía,es ESP,DF,Watford,30,1991,23.8,0,3,1,33.3,0.13,0.04,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
152,Evan Ferguson,ie IRL,MF,Brighton,16,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
153,Nathan Ferguson,eng ENG,DF,Crystal Palace,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
154,Bruno Fernandes,pt POR,MF,Manchester Utd,26,1994,34.6,10,87,29,33.3,2.52,0.84,0.11,0.34,21.9,6,0,2,9.7,8.1,0.09,0.3,1.9,Matches
155,Álvaro Fernández,es ESP,GK,Brentford,23,1998,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Federico Fernández,ar ARG,DF,Newcastle Utd,32,1989,5.8,0,6,1,16.7,1.03,0.17,0.00,0.00,10.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
157,Fernandinho,br BRA,"MF,DF",Manchester City,36,1985,10.7,2,18,3,16.7,1.68,0.28,0.11,0.67,16.7,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches
158,Roberto Firmino,br BRA,FW,Liverpool,29,1991,11.0,5,30,11,36.7,2.73,1.00,0.17,0.45,15.3,0,0,0,4.7,4.7,0.16,0.3,0.3,Matches
159,Junior Firpo,do DOM,"DF,MF",Leeds United,24,1996,19.0,0,11,1,9.1,0.58,0.05,0.00,0.00,14.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
160,Ashley Fletcher,eng ENG,FW,Watford,25,1995,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,17.6,0,0,0,0.6,0.6,0.30,-0.6,-0.6,Matches
161,Phil Foden,eng ENG,FW,Manchester City,21,2000,23.6,9,57,22,38.6,2.41,0.93,0.16,0.41,14.5,0,0,0,9.4,9.4,0.17,-0.4,-0.4,Matches
162,Wesley Fofana,fr FRA,DF,Leicester City,20,2000,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,7.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
163,Pablo Fornals,es ESP,"FW,MF",West Ham,25,1996,31.1,6,43,11,25.6,1.38,0.35,0.14,0.55,18.7,0,0,0,4.6,4.6,0.11,1.4,1.4,Matches
164,Adam Forshaw,eng ENG,MF,Leeds United,29,1991,17.0,0,14,4,28.6,0.82,0.24,0.00,0.00,25.0,1,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
165,Marcus Forss,fi FIN,"FW,MF",Brentford,22,1999,2.3,0,5,0,0.0,2.15,0.00,0.00,,15.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
166,Fraser Forster,eng ENG,GK,Southampton,33,1988,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
167,Ben Foster,eng ENG,GK,Watford,38,1983,26.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
168,Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,0,1,1,100.0,5.29,5.29,0.00,0.00,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
169,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,27,1994,16.3,2,24,7,29.2,1.47,0.43,0.08,0.29,18.0,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
170,Fred,br BRA,MF,Manchester Utd,28,1993,22.5,4,15,9,60.0,0.67,0.40,0.27,0.44,21.3,0,0,0,1.3,1.3,0.08,2.7,2.7,Matches
171,Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
172,Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,17,2003,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
173,Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,8,52,22,42.3,1.64,0.70,0.15,0.36,17.5,4,0,0,6.3,6.3,0.12,1.7,1.7,Matches
174,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,17,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
175,Dwight Gayle,eng ENG,"FW,DF",Newcastle Utd,30,1990,0.4,0,2,0,0.0,4.74,0.00,0.00,,7.3,0,0,0,0.6,0.6,0.28,-0.6,-0.6,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
177,David de Gea,es ESP,GK,Manchester Utd,30,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
178,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,19,2002,8.3,2,23,9,39.1,2.77,1.09,0.09,0.22,15.4,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matches
179,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,26,1995,4.3,1,7,2,28.6,1.63,0.47,0.00,0.00,22.3,0,1,1,1.1,0.3,0.04,-0.1,-0.3,Matches
180,Anwar El Ghazi,nl NED,"FW,MF",Everton,26,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Saman Ghoddos,ir IRN,"MF,DF",Brentford,27,1993,6.0,1,8,3,37.5,1.34,0.50,0.13,0.33,20.4,1,0,0,0.5,0.5,0.06,0.5,0.5,Matches
182,Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13.0,0,2,1,50.0,0.15,0.08,0.00,0.00,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
183,Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,21,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
184,Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,0,8,4,50.0,0.29,0.14,0.00,0.00,10.6,0,0,0,1.4,1.4,0.17,-1.4,-1.4,Matches
185,Bryan Gil,es ESP,"FW,MF",Tottenham,20,2001,1.0,0,1,1,100.0,0.96,0.96,0.00,0.00,15.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
186,Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,0,18,3,16.7,0.87,0.15,0.00,0.00,23.3,2,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
187,Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,0,18,6,33.3,0.80,0.27,0.00,0.00,17.2,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
188,André Gomes,pt POR,MF,Everton,28,1993,6.9,0,14,4,28.6,2.04,0.58,0.00,0.00,23.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
189,Toti Gomes,pt POR,DF,Wolves,22,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,9.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
190,Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,0,1,0,0.0,0.27,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
191,Charlie Goode,eng ENG,DF,Brentford,25,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
192,Anthony Gordon,eng ENG,"MF,FW",Everton,20,2001,25.4,4,44,18,40.9,1.73,0.71,0.09,0.22,18.8,5,0,0,3.5,3.5,0.08,0.5,0.5,Matches
193,Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,19.7,0,0,0,0.4,0.4,0.45,-0.4,-0.4,Matches
194,Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,1,2,1,50.0,1.08,0.54,0.50,1.00,16.6,0,0,0,0.2,0.2,0.11,0.8,0.8,Matches
195,Demarai Gray,jm JAM,"MF,FW",Everton,25,1996,26.0,5,65,17,26.2,2.50,0.65,0.08,0.29,20.5,4,0,0,4.0,4.0,0.06,1.0,1.0,Matches
196,Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,3,45,16,35.6,2.12,0.75,0.07,0.19,14.6,0,0,0,5.3,5.3,0.12,-2.3,-2.3,Matches
197,Mason Greenwood,eng ENG,"FW,MF",Manchester Utd,19,2001,14.1,5,48,18,37.5,3.40,1.27,0.10,0.28,19.1,0,0,0,4.3,4.3,0.09,0.7,0.7,Matches
198,Sam Greenwood,eng ENG,"MF,FW",Leeds United,19,2002,2.6,0,4,0,0.0,1.52,0.00,0.00,,20.3,1,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
199,Pascal Groß,de GER,"MF,DF",Brighton,30,1991,22.6,2,23,7,30.4,1.02,0.31,0.09,0.29,17.5,1,0,1,2.9,2.1,0.09,-0.9,-0.1,Matches
200,Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2,19,5,26.3,0.53,0.14,0.11,0.40,11.1,0,0,0,2.5,2.5,0.13,-0.5,-0.5,Matches
202,Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,5,23,12,52.2,2.00,1.04,0.22,0.42,18.0,0,0,0,3.1,3.1,0.16,1.9,1.9,Matches
203,İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,8,55,18,32.7,2.67,0.87,0.15,0.44,14.5,2,0,0,9.0,9.0,0.16,-1.0,-1.0,Matches
204,Angus Gunn,sct SCO,GK,Norwich City,25,1996,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
205,Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1,20,4,20.0,0.62,0.12,0.05,0.25,9.2,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches
206,Jack Harrison,eng ENG,"FW,MF",Leeds United,24,1996,29.3,8,43,17,39.5,1.47,0.58,0.19,0.47,17.2,0,0,0,4.4,4.4,0.10,3.6,3.6,Matches
207,Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,1,2,2,100.0,0.45,0.45,0.50,0.50,10.5,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
208,Kai Havertz,de GER,"FW,MF",Chelsea,22,1999,20.1,8,56,23,41.1,2.79,1.14,0.14,0.35,13.0,0,0,0,8.7,8.7,0.16,-0.7,-0.7,Matches
209,Isaac Hayden,eng ENG,"MF,DF",Newcastle Utd,26,1995,11.1,1,5,1,20.0,0.45,0.09,0.20,1.00,14.1,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
210,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,25,1996,20.2,5,27,12,44.4,1.34,0.59,0.19,0.42,15.4,0,0,0,4.4,4.4,0.16,0.6,0.6,Matches
211,Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2,31,6,19.4,1.07,0.21,0.06,0.33,24.5,1,0,0,1.5,1.5,0.05,0.5,0.5,Matches
212,Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,1,1,1,100.0,1.25,1.25,1.00,1.00,28.1,0,0,0,0.1,0.1,0.09,0.9,0.9,Matches
213,Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
214,Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,3,14,5,35.7,0.45,0.16,0.21,0.60,16.7,0,0,0,1.5,1.5,0.11,1.5,1.5,Matches
215,Son Heung-min,kr KOR,"MF,FW",Tottenham,29,1992,33.4,23,86,48,55.8,2.57,1.44,0.27,0.48,15.7,2,0,0,15.9,15.9,0.19,7.1,7.1,Matches
216,Ki-Jana Hoever,nl NED,"DF,MF",Wolves,19,2002,3.4,0,1,0,0.0,0.29,0.00,0.00,,17.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
217,Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,1,4,1,25.0,0.43,0.11,0.25,1.00,8.4,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
218,Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,2,7,2,28.6,0.30,0.08,0.29,1.00,9.8,0,0,0,1.3,1.3,0.19,0.7,0.7,Matches
219,Callum Hudson-Odoi,eng ENG,"MF,FW",Chelsea,20,2000,10.7,1,18,7,38.9,1.68,0.65,0.06,0.14,13.3,0,0,0,2.5,2.5,0.14,-1.5,-1.5,Matches
220,Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,0,6,0,0.0,0.51,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
221,Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2,31,10,32.3,0.87,0.28,0.06,0.20,22.2,1,0,0,1.9,1.9,0.06,0.1,0.1,Matches
222,Adam Idah,ie IRL,"FW,MF",Norwich City,20,2001,6.9,1,14,4,28.6,2.02,0.58,0.07,0.25,13.9,0,0,0,2.3,2.3,0.17,-1.3,-1.3,Matches
223,Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14.0,4,31,12,38.7,2.21,0.85,0.13,0.33,18.0,0,0,0,3.6,3.6,0.12,0.4,0.4,Matches
224,Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,7,48,17,35.4,2.28,0.81,0.13,0.35,13.6,0,1,1,7.1,6.3,0.13,-0.1,-0.3,Matches
225,Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1.0,0,1,0,0.0,0.98,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Alex Iwobi,ng NGA,"MF,DF",Everton,25,1996,22.6,2,24,6,25.0,1.06,0.27,0.08,0.33,16.4,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
227,Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,0,4,1,25.0,2.86,0.71,0.00,0.00,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
228,Daniel James,wls WAL,"FW,MF",Leeds United,23,1997,26.3,4,50,15,30.0,1.90,0.57,0.08,0.27,15.3,0,0,0,6.1,6.1,0.12,-2.1,-2.1,Matches
229,Reece James,eng ENG,DF,Chelsea,21,1999,20.7,5,37,10,27.0,1.79,0.48,0.14,0.50,20.5,6,0,0,3.1,3.1,0.08,1.9,1.9,Matches
230,Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,4,30,12,40.0,1.17,0.47,0.13,0.33,18.4,0,0,0,2.4,2.4,0.08,1.6,1.6,Matches
231,Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,3,22,10,45.5,0.60,0.27,0.14,0.30,8.9,0,0,0,3.0,3.0,0.14,0.0,0.0,Matches
232,Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,0,19,5,26.3,1.07,0.28,0.00,0.00,21.0,0,0,0,2.9,2.9,0.16,-2.9,-2.9,Matches
233,Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,8,63,20,31.7,3.02,0.96,0.11,0.35,13.8,0,1,1,9.8,9.0,0.14,-1.8,-2.0,Matches
234,Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,6,56,15,26.8,1.92,0.51,0.09,0.33,16.9,1,1,1,6.1,5.4,0.10,-0.1,-0.4,Matches
235,João Pedro,br BRA,"FW,MF",Watford,19,2001,18.3,3,47,16,34.0,2.57,0.88,0.06,0.19,16.3,1,0,0,3.6,3.6,0.08,-0.6,-0.6,Matches
236,Joelinton,br BRA,"MF,FW",Newcastle Utd,24,1996,28.4,4,45,14,31.1,1.58,0.49,0.09,0.29,17.6,0,0,0,3.3,3.3,0.07,0.7,0.7,Matches
237,Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,1,5,1,20.0,0.32,0.06,0.20,1.00,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
238,Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,1,20,7,35.0,2.12,0.74,0.05,0.14,23.2,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
239,Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
240,Jorginho,it ITA,MF,Chelsea,29,1991,25.3,6,9,2,22.2,0.36,0.08,0.00,0.00,32.6,0,6,7,5.8,0.3,0.04,0.2,-0.3,Matches
241,Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,15,90,32,35.6,3.43,1.22,0.17,0.47,12.3,0,0,0,16.3,16.3,0.19,-1.3,-1.3,Matches
242,James Justin,eng ENG,DF,Leicester City,23,1998,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,11.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
243,Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,1,2,1,50.0,0.35,0.17,0.50,1.00,7.8,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
244,Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,0,4,2,50.0,0.39,0.20,0.00,0.00,14.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
245,Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,0,7,0,0.0,0.53,0.00,0.00,,10.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
246,Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,0,4,1,25.0,1.62,0.41,0.00,0.00,22.3,1,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
247,Hassane Kamara,ci CIV,DF,Watford,27,1994,18.0,1,5,1,20.0,0.28,0.06,0.20,1.00,25.7,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
248,Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,17,129,49,38.0,3.59,1.36,0.10,0.27,17.3,8,4,4,18.6,15.4,0.12,-1.6,-2.4,Matches
249,N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,19.6,0,0,0,1.5,1.5,0.09,0.5,0.5,Matches
250,Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,0,6,0,0.0,0.68,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Moise Kean,it ITA,FW,Everton,21,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
252,Michael Keane,eng ENG,DF,Everton,28,1993,31.0,3,20,6,30.0,0.64,0.19,0.15,0.50,12.7,0,0,0,1.2,1.2,0.06,1.8,1.8,Matches
253,Naby Keïta,gn GUI,MF,Liverpool,26,1995,13.0,3,26,7,26.9,1.99,0.54,0.12,0.43,22.6,0,0,0,2.2,2.2,0.08,0.8,0.8,Matches
254,Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Kenedy,br BRA,DF,Chelsea,25,1996,0.6,0,1,0,0.0,1.55,0.00,0.00,,16.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
256,Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,0,5,0,0.0,0.44,0.00,0.00,,23.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
257,Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,9.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
258,Joshua King,no NOR,FW,Watford,29,1992,25.0,5,49,16,32.7,1.96,0.64,0.08,0.25,15.2,0,1,1,8.9,8.1,0.17,-3.9,-4.1,Matches
259,Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
260,Mateusz Klich,pl POL,MF,Leeds United,31,1990,23.0,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
261,Robin Koch,de GER,"MF,DF",Leeds United,25,1996,17.5,0,13,1,7.7,0.74,0.06,0.00,0.00,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
262,Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
263,Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11.0,0,4,0,0.0,0.36,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
264,Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,0.4,0.4,Matches
265,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,0,7,0,0.0,0.32,0.00,0.00,,21.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
266,Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,1.6,1.6,0.07,0.4,0.4,Matches
267,Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,0,6,1,16.7,0.33,0.06,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
268,Alex Král,cz CZE,MF,West Ham,23,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
269,Tim Krul,nl NED,GK,Norwich City,33,1988,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
270,Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,3.2,3.2,0.07,-2.2,-2.2,Matches
271,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,21,2000,14.0,5,26,9,34.6,1.86,0.64,0.19,0.56,16.9,0,0,0,2.7,2.7,0.11,2.3,2.3,Matches
272,Alexandre Lacazette,fr FRA,FW,Arsenal,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,8.4,6.0,0.14,-4.4,-4.0,Matches
273,Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
274,Tariq Lamptey,gh GHA,"DF,FW",Brighton,20,2000,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,20.0,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
275,Manuel Lanzini,ar ARG,"MF,FW",West Ham,28,1993,19.8,5,13,4,30.8,0.66,0.20,0.15,0.50,23.1,1,3,3,3.7,1.3,0.10,1.3,0.7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
276,Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,4,35,7,20.0,1.11,0.22,0.11,0.57,11.6,0,0,0,4.9,4.9,0.14,-0.9,-0.9,Matches
277,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,1,17,4,23.5,0.74,0.17,0.06,0.25,10.2,0,0,0,0.9,0.9,0.05,0.1,0.1,Matches
278,Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,1,33,9,27.3,1.31,0.36,0.03,0.11,24.5,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
279,Aaron Lennon,eng ENG,"MF,FW",Burnley,34,1987,17.2,2,12,4,33.3,0.70,0.23,0.17,0.50,20.1,0,0,0,1.1,1.1,0.09,0.9,0.9,Matches
280,Bernd Leno,de GER,GK,Arsenal,29,1992,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
281,Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,0,3,2,66.7,0.11,0.08,0.00,0.00,8.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
283,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,28,1992,4.1,2,8,6,75.0,1.96,1.47,0.25,0.33,18.6,0,0,0,0.6,0.6,0.08,1.4,1.4,Matches
